Pressure_psi,Depth_ft,Temperature_F,Retarder_pct,Density_ppg,ThickeningTime_hr
3539.7,7992.9,292.39,0.875,17.12,7.82
7117.68,7656.95,282.06,0.702,16.61,7.48
7935.63,14039.27,265.12,0.432,13.88,8.57
6952.68,7898.02,195.96,2.289,13.75,12.73
2403.68,9173.69,275.29,0.219,13.97,7.44
4835.97,13850.46,180.51,2.182,16.5,11.62
6890.13,13843.99,286.69,1.708,14.39,9.94
2119.71,14683.86,281.76,2.359,14.21,11.77
6347.92,8649.73,297.4,0.932,15.06,8.5
5471.75,6686.83,240.86,0.309,16.91,7.99
5379.88,10542.53,150.14,0.809,12.24,9.96
5288.17,10257.66,251.98,2.427,16.53,11.24
5227.21,9997.85,298.45,0.208,13.12,7.62
4748.41,9254.32,175.91,0.248,15.99,8.17
2248.72,5272.31,275.24,0.254,14.87,6.55
6671.92,7830.34,189.21,0.461,16.27,8.68
2990.98,9827.71,167.56,1.902,14.63,11.81
4751.37,7763.5,238.6,0.13,16.52,8.08
7191.45,5067.22,171.71,0.897,15.29,10.06
3770.83,9068.87,219.06,0.199,13.81,9.2
5549.12,8259.34,167.69,2.103,15.64,12.27
5567.98,13769.8,268.25,1.181,13.7,9.06
7488.15,7408.2,160.2,0.55,14.44,10.1
2277.46,9572.88,260.79,1.87,12.46,10.53
5461.73,10445.72,227.3,1.657,14.44,11.41
5413.11,6227.68,287.93,0.305,14.52,7.44
3008.72,9842.8,214.77,0.726,13.23,10.03
4031.1,7166.59,160.92,1.291,13.12,10.59
5202.5,8601.43,155.69,0.343,15.94,9.15
4214.52,9649.48,214.52,0.945,12.87,9.2
5306.73,6050.91,255.32,0.984,14.42,8.68
7359.11,5913.61,254.4,0.651,17.73,7.6
6100.15,14855.93,151.77,1.598,16.44,11.4
3412.36,8817.73,199.03,1.297,13.45,10.59
4018.53,5638.23,170.46,2.127,13.63,12.44
4285.94,5117.87,163.16,1.814,14.35,12.94
3630.92,14528.3,274.88,0.462,17.99,6.93
6688.93,11109.87,182.34,0.555,12.44,9.45
5729.19,6250.26,214.17,2.305,12.88,12.12
3636.14,9935.26,209.52,0.602,13.7,9.27
7141.41,13079.06,155.52,0.293,16.13,8.27
4943.89,10170.38,276.39,1.01,14.44,7.86
5267.21,6207.48,178.84,0.217,16.19,8.08
2752.22,11528.16,288.38,0.342,12.15,8.38
3620.15,8023.07,269.39,1.56,12.97,10.85
7713.3,9346.38,182.96,1.576,15.75,9.75
5156.11,7700.57,295.88,2.114,17.17,10.12
7782.79,11140.34,197.85,2.31,13.07,12.91
6276.78,8667.24,292.93,2.279,16.57,9.25
6573.07,10894.79,247.75,1.986,14.83,11.32
6832.0,7938.88,160.7,0.715,17.7,10.24
2267.84,14074.83,285.6,0.971,12.82,9.13
3914.3,13060.96,289.51,2.205,12.05,12.05
6533.88,10066.51,242.59,2.395,13.49,12.45
6292.36,13355.27,167.54,0.653,14.24,10.55
7954.7,7741.72,212.25,0.287,16.88,8.16
6608.18,8381.57,159.28,1.78,15.04,12.54
7374.17,5874.33,226.6,0.591,12.48,9.4
3867.24,9811.33,192.83,1.633,17.62,10.64
4468.12,11308.33,231.3,1.453,15.5,10.21
5647.42,9852.69,253.99,2.158,13.24,10.5
6853.86,9592.45,239.01,1.42,15.81,11.05
5276.59,10247.03,255.98,2.033,13.91,10.58
5966.66,5354.38,269.55,2.14,13.39,11.76
6082.98,6165.9,294.17,0.578,13.73,7.95
3801.76,5654.42,194.2,1.377,15.44,10.25
5860.53,8144.28,268.72,0.554,13.54,8.68
5304.7,13056.27,192.68,1.116,15.81,10.19
5202.52,6816.96,212.49,0.906,13.75,8.93
2015.11,10129.3,286.68,2.17,12.16,12.04
5510.88,9956.68,150.02,2.149,17.67,11.81
7014.46,10994.61,287.7,1.186,13.22,9.86
6439.18,5606.13,150.24,1.774,17.78,12.26
7528.85,8818.03,251.39,2.191,13.34,11.56
5421.69,7674.3,197.8,2.03,17.03,10.85
5942.6,9312.42,224.11,0.663,13.66,9.02
2580.14,14748.05,158.12,1.201,16.53,9.95
7589.82,7239.93,296.12,2.103,13.26,10.68
6487.8,12351.81,292.09,1.081,14.72,8.71
3590.37,10374.17,256.88,1.181,17.28,8.44
2334.32,9279.15,240.38,1.815,14.44,10.8
5400.26,10660.69,174.84,1.078,14.81,10.91
2013.48,14297.5,280.19,0.995,14.21,9.01
2403.28,8678.03,207.35,1.446,15.99,10.27
2910.86,12546.92,203.15,1.215,15.0,11.11
4888.11,10638.28,178.81,0.31,13.24,9.68
5681.06,11357.63,188.12,0.925,14.93,9.92
5287.93,13009.32,222.75,0.3,15.95,8.35
7321.91,10772.24,263.9,1.075,12.69,10.25
7539.75,5682.65,267.47,0.528,17.05,6.74
5461.37,5523.62,223.64,1.886,13.26,11.37
4427.12,9566.32,194.01,0.623,17.58,8.27
6435.17,14796.96,152.26,1.033,15.04,9.82
2113.8,5886.91,226.89,0.555,13.33,8.63
7643.93,11997.33,217.38,0.683,16.2,8.5
5858.98,7762.04,161.21,0.933,15.52,10.42
2221.4,13079.79,253.91,0.174,14.93,7.36
7027.87,7989.14,151.58,1.026,17.56,10.24
2658.05,14771.56,180.76,0.195,13.56,9.54
6936.13,12220.14,195.14,2.396,16.38,12.07
7555.39,14892.59,196.45,0.409,16.69,8.31
7259.28,8751.46,176.36,1.051,14.49,11.0
4084.01,9674.32,259.32,0.733,16.48,7.52
4093.71,7000.49,182.03,0.318,17.72,8.41
5795.91,8229.35,265.05,1.504,15.03,8.64
7397.27,6393.94,177.47,0.413,12.76,10.12
6254.21,7714.0,180.91,1.556,12.58,11.62
2549.85,11531.89,172.41,1.186,16.36,9.48
5017.66,8345.16,246.18,2.455,14.22,12.79
3172.81,7501.36,262.32,0.109,13.66,8.3
5443.9,12509.14,271.84,0.693,14.79,7.25
3563.98,6469.88,187.72,1.843,13.67,11.57
4582.37,8433.3,268.33,2.337,17.21,10.76
5684.75,13058.65,264.72,1.697,16.67,9.51
3085.49,12515.4,299.89,2.465,12.83,11.71
7118.06,6794.07,294.79,0.398,14.06,7.81
3772.59,11416.51,293.86,1.727,16.74,9.54
6959.52,8324.46,163.17,0.558,15.26,9.22
2847.08,12807.12,272.96,1.543,17.8,8.88
6281.73,13338.8,261.38,1.485,14.48,10.09
6773.12,9399.02,243.56,0.904,17.61,8.32
2426.66,10828.06,172.08,0.3,15.13,8.98
5224.74,9827.23,294.28,2.202,14.67,10.02
7297.17,11906.13,244.37,0.511,16.33,8.26
5020.18,10043.26,180.49,0.478,14.53,9.02
2800.91,12774.75,262.18,1.571,13.85,11.38
3530.24,13334.36,296.34,0.522,13.32,7.67
2935.37,8073.29,168.28,1.793,14.86,11.88
2114.9,13269.43,297.52,1.434,16.93,8.41
3851.94,6176.47,168.53,2.189,16.86,12.19
3380.93,9281.84,238.89,1.113,17.68,8.11
6390.89,6527.33,236.87,1.836,16.33,10.1
5753.33,7747.78,194.29,1.2,16.74,9.83
3194.64,14427.72,230.16,0.946,16.62,9.29
5994.14,14582.28,157.01,1.149,13.56,11.55
2816.56,10042.56,249.17,1.658,13.41,11.14
2342.22,8908.05,266.16,0.537,17.62,7.04
5432.76,10691.54,271.29,1.213,16.9,8.86
2948.93,12598.31,223.21,0.658,16.8,8.4
7157.65,11505.06,182.08,0.12,12.2,9.01
4080.2,13628.09,242.08,1.268,15.61,10.15
4339.25,8219.02,156.44,1.373,13.71,10.72
3186.01,6424.08,179.13,1.307,14.97,11.33
7402.64,11033.63,204.22,1.588,12.82,10.98
5360.94,8437.96,299.84,0.316,14.99,7.19
5763.21,9265.46,228.6,1.926,12.46,11.72
3514.55,6355.75,194.44,2.203,15.09,12.55
4580.54,14231.96,207.87,0.349,15.52,7.54
3815.66,11798.08,177.24,1.962,15.94,12.79
6207.03,7115.42,293.87,1.693,15.27,10.7
2482.8,12879.26,174.25,0.575,12.31,9.55
7608.56,11779.31,230.18,1.122,13.83,9.72
3247.42,6366.37,243.04,0.304,15.12,8.32
3761.98,14887.82,162.55,2.193,17.76,12.34
6577.69,13394.23,245.54,0.171,16.61,7.79
2895.22,7396.08,160.31,1.99,15.49,12.17
2235.27,12796.08,208.1,0.132,15.11,7.4
3248.65,5468.8,222.82,0.547,15.91,9.0
5905.67,9511.56,269.5,1.532,16.91,9.31
2527.99,13021.82,248.08,1.713,12.7,10.93
7620.59,8264.94,255.56,2.351,12.97,12.39
6712.72,5601.87,215.58,0.97,17.53,7.98
7625.38,12036.22,295.14,1.457,16.45,9.08
3573.25,13648.9,247.72,1.457,13.24,10.4
4629.73,9069.56,229.6,0.341,17.77,7.08
4795.05,13309.77,190.19,0.137,12.99,8.6
3471.42,13905.22,206.42,0.882,17.79,8.4
7564.14,5026.25,274.96,2.048,17.86,9.65
7344.56,5104.57,239.5,1.018,13.65,9.99
6320.6,12952.31,179.97,1.074,14.97,11.42
6784.29,11765.32,292.21,1.608,17.57,8.92
5556.08,12505.24,263.04,0.91,17.8,7.39
6324.37,6284.66,205.47,0.882,16.71,9.02
7844.98,6386.34,192.02,1.646,17.83,8.88
2852.94,11428.34,194.57,1.951,14.74,11.6
3055.88,11919.51,174.04,2.168,15.89,11.73
6751.61,12290.65,217.02,0.803,17.81,8.44
2069.09,6044.19,299.6,1.835,15.63,10.3
2506.05,12534.26,263.98,0.429,12.73,9.09
6510.26,10939.14,166.01,0.548,16.52,8.99
3407.72,5315.43,295.73,2.476,14.97,10.75
6619.6,9778.69,265.74,0.986,12.27,9.53
4464.35,7038.52,203.91,1.196,14.92,11.25
5164.85,8597.16,187.81,1.962,13.82,12.45
7141.82,11779.02,195.83,2.039,14.94,12.44
4410.53,9056.88,290.16,1.425,14.57,10.03
5395.17,9058.14,223.28,0.67,15.13,8.94
5446.01,12081.62,199.02,1.18,12.23,11.81
5009.48,6261.42,265.59,0.538,17.66,7.4
3263.23,7902.75,185.98,1.495,15.33,10.37
7865.57,10322.57,207.36,1.685,14.93,11.43
2419.07,13304.36,273.36,0.384,17.87,7.4
7614.51,13614.79,182.95,0.722,14.99,9.76
3842.35,14539.96,178.44,1.397,14.26,11.85
2703.8,8853.14,280.55,0.168,16.38,7.54
4146.29,14253.93,299.02,0.364,15.4,7.54
7489.36,13864.29,259.92,1.477,12.86,10.78
5894.67,10375.67,297.52,2.149,16.26,10.38
6419.08,6571.72,180.69,1.477,17.32,10.23
2825.11,8571.56,223.94,2.117,14.13,11.49
6408.34,5516.85,245.39,0.89,13.12,9.7
2327.37,9869.89,189.08,2.109,16.74,11.44
6355.78,8852.78,161.16,2.133,12.69,13.11
7533.12,10046.55,180.43,2.464,17.85,11.95
3657.69,11799.71,219.26,0.644,17.98,8.3
6476.79,12104.26,208.48,2.277,12.84,12.79
2033.87,11635.65,176.54,1.636,13.25,11.51
6397.46,12750.73,228.85,0.744,15.41,9.16
7015.78,13978.55,155.23,1.839,14.57,12.49
2362.74,9844.69,201.25,1.24,13.43,11.36
5467.67,10637.07,282.27,2.413,14.21,10.8
3082.2,12735.17,151.11,2.295,14.07,12.83
6161.69,5509.16,283.78,0.587,12.34,8.83
3829.9,9870.64,230.64,0.18,15.74,7.21
4798.38,13404.49,258.03,1.205,14.7,9.77
5285.55,13534.95,289.2,0.885,16.23,8.33
3522.85,5457.67,163.85,1.61,13.2,12.67
6577.19,14147.55,251.52,2.129,17.92,10.55
2068.74,8510.16,192.38,1.569,16.67,10.57
2425.34,12313.12,274.89,1.867,17.45,9.68
3559.87,13888.27,268.43,0.933,15.62,7.54
4275.75,9983.26,268.43,1.809,16.08,10.73
5523.72,8911.37,204.87,1.51,16.39,9.97
5490.52,6425.22,298.56,2.47,16.9,10.17
3776.17,7653.12,263.66,1.666,12.86,10.8
7026.85,14649.63,215.98,2.216,12.34,12.88
3992.8,12151.9,299.37,0.277,16.13,6.57
4728.96,11956.55,186.34,2.11,12.57,12.18
2987.66,5083.51,196.75,2.004,14.39,11.69
3205.08,14879.86,285.39,0.504,17.53,7.67
6620.05,14315.15,254.45,0.806,15.85,9.09
3819.24,13019.51,248.61,0.927,12.41,9.74
2991.5,11383.04,212.23,0.397,12.32,8.81
5752.94,10952.65,249.78,1.918,15.42,10.9
3201.64,8770.14,194.22,1.968,13.75,12.43
5624.82,13658.35,182.94,1.552,13.84,11.0
6118.08,6604.16,298.43,1.538,17.77,8.9
5518.74,9158.89,263.35,1.017,15.03,9.17
5207.19,13722.6,254.3,1.639,13.12,10.92
7993.1,9773.22,171.88,1.303,17.85,10.0
2876.68,10136.38,208.53,1.282,16.4,10.16
2941.64,8635.66,272.77,1.891,16.39,9.36
7063.15,12835.49,250.3,2.464,17.38,11.74
2135.81,9372.09,290.11,2.082,14.52,10.32
2198.0,11869.07,218.72,1.654,14.74,11.01
4777.33,6032.25,272.04,1.925,14.53,10.55
4131.67,10280.99,174.57,2.177,12.91,13.25
2797.02,8241.8,295.52,0.918,17.2,8.42
5178.87,10296.26,296.26,0.363,16.24,6.63
6352.99,5434.07,193.08,2.208,16.94,11.63
3896.3,14590.27,236.31,1.53,17.43,9.46
6632.64,9688.52,212.12,1.555,15.23,10.81
5357.13,7093.27,169.73,0.543,13.06,9.51
6379.55,13228.96,216.75,2.236,17.62,11.05
3286.72,5595.24,234.8,2.079,17.07,11.02
4847.11,6206.83,261.68,2.179,14.38,10.61
3704.37,14349.06,241.86,0.704,16.27,8.88
2198.25,14784.93,181.45,1.95,13.96,12.19
2957.51,5503.08,282.63,0.858,14.48,8.29
3302.72,7019.94,213.94,2.112,13.98,12.14
3160.49,7567.09,155.75,0.919,14.11,10.37
4636.16,12664.35,178.83,0.784,13.56,10.27
5510.93,9205.92,282.44,0.605,15.25,7.28
7506.36,11809.62,268.39,0.418,15.1,7.84
2490.1,8514.23,190.2,2.071,12.03,12.96
3337.91,13490.23,201.88,2.016,15.63,11.3
4497.19,10856.66,245.34,2.131,14.24,11.04
5359.67,13266.32,224.61,2.281,17.91,10.8
7479.88,7650.38,175.33,2.191,12.52,12.99
7695.67,14000.81,204.4,0.686,17.11,9.1
2369.46,10202.71,159.13,1.22,14.48,11.59
6278.39,9236.4,291.99,2.437,14.17,11.11
4732.41,13084.08,189.84,0.437,13.59,8.89
2277.7,8967.16,167.27,1.424,12.25,11.31
7507.67,12154.74,154.18,1.6,15.17,11.48
5288.1,7598.01,255.29,1.55,17.78,10.0
7818.24,12010.24,232.99,1.425,15.79,10.17
4512.14,7290.13,282.32,1.684,16.17,9.71
2294.26,9981.96,265.04,1.406,17.05,9.61
2300.8,10593.13,219.73,0.524,13.22,9.61
6571.14,5388.82,174.4,1.368,17.39,9.99
6322.49,14415.01,220.02,1.873,14.6,11.19
3659.57,14967.43,187.84,2.012,13.46,12.12
2342.37,11345.86,288.43,0.908,12.13,9.2
2642.51,14515.46,211.29,0.711,15.6,8.38
2176.03,7988.76,182.28,2.143,14.22,11.98
2312.78,12853.05,257.95,0.353,14.43,8.07
3087.91,13582.12,176.9,2.126,12.05,12.24
5348.82,6659.43,181.11,1.536,13.46,10.35
7150.69,8511.29,153.92,1.76,12.03,12.66
2267.21,13428.44,209.51,2.322,13.86,12.34
5846.39,6159.18,277.97,1.052,13.29,9.3
5461.44,14871.94,225.41,1.813,13.39,10.44
4877.72,7513.48,255.13,0.373,17.38,7.48
2741.97,14167.77,196.48,1.318,17.05,9.9
4541.27,13844.41,171.77,1.364,15.68,10.49
2300.16,13521.59,241.43,0.771,15.67,8.06
3785.79,11324.32,268.07,1.435,12.44,11.1
7871.19,6553.72,248.42,0.168,13.6,8.54
3275.41,14025.29,157.99,1.322,15.54,10.46
5264.52,6283.36,282.01,0.903,17.24,7.16
4432.39,7808.05,295.64,2.198,15.64,11.09
5601.87,13209.14,240.94,0.323,17.61,7.16
3228.65,10107.09,151.24,0.444,17.41,9.19
4589.34,11086.71,263.0,1.542,15.19,10.01
3221.9,14238.25,216.26,0.644,12.66,10.09
4285.34,14862.49,225.98,2.444,16.01,11.85
2336.34,9677.56,179.85,2.038,16.08,11.42
2454.81,5829.56,150.97,1.82,16.52,11.88
3791.48,9885.55,156.93,2.431,14.21,12.79
2103.92,14132.14,262.9,2.256,12.2,11.86
2922.06,9593.89,280.76,0.584,12.65,8.82
7863.65,5466.52,187.02,2.028,12.25,13.26
6751.29,7259.49,282.84,1.881,13.16,10.78
6715.02,6945.79,168.59,1.934,12.98,13.75
2397.03,12100.56,249.91,0.873,15.63,8.23
7549.4,12913.57,228.88,1.131,15.23,8.48
6628.49,6511.09,155.22,2.166,14.25,12.58
3205.47,13494.06,299.22,2.108,12.99,10.84
3682.74,7987.4,278.2,1.224,15.62,8.2
5533.92,7479.35,169.33,1.74,14.3,11.58
4180.31,13740.71,167.56,1.547,15.46,10.61
2775.06,14167.34,278.48,0.355,13.14,8.06
5757.1,6867.29,227.45,1.647,13.71,10.62
2803.94,6113.65,290.54,2.371,12.18,11.22
3989.3,7301.02,271.16,2.441,12.74,12.3
7468.07,10618.1,271.38,0.493,12.44,8.6
7527.67,13599.57,299.77,0.925,15.22,6.84
2232.07,5220.64,188.1,1.135,12.83,10.91
5229.13,9666.58,169.52,1.633,17.81,10.06
3851.51,11148.86,176.52,1.078,14.07,10.06
2294.29,8512.31,190.69,1.059,17.77,9.05
5352.95,10324.37,168.53,0.611,16.96,9.26
5206.72,13644.96,223.62,2.135,15.31,11.0
2148.62,5158.04,290.33,1.114,14.71,8.42
6312.73,14119.0,177.82,1.393,12.43,11.15
4589.11,13115.32,284.73,0.78,15.37,8.23
7990.28,7385.48,243.41,0.75,16.17,9.16
3182.66,10177.51,267.69,1.71,12.37,11.15
5092.39,7283.48,201.94,0.465,13.75,8.76
6866.58,14619.81,172.22,2.245,15.16,13.04
4008.55,12842.57,168.18,0.807,16.92,9.89
2896.89,6658.49,255.48,1.688,17.28,9.25
6144.39,7606.1,199.79,2.144,15.43,10.78
7265.47,5489.67,199.34,1.37,14.75,10.96
6057.21,6953.79,216.74,2.037,14.4,11.11
6850.05,13454.65,240.28,2.328,16.49,11.54
5017.87,14778.38,286.82,1.865,16.51,9.5
5024.56,12411.8,176.21,2.263,14.92,12.46
4664.38,12504.12,206.85,0.191,15.55,8.22
7581.02,10390.87,294.26,2.272,12.46,12.36
2659.53,13047.59,244.19,0.934,12.2,9.76
2826.92,7399.28,175.65,0.819,15.86,9.4
4465.31,7799.81,182.39,1.032,15.83,10.34
4357.6,10186.34,169.63,0.6,16.29,9.68
7969.67,14257.83,272.33,1.653,12.91,10.57
4857.25,9601.02,296.37,1.737,16.93,8.51
6044.34,6197.85,273.61,1.414,14.18,9.94
7053.7,8259.62,163.96,1.136,14.85,9.97
2232.72,6079.29,174.81,2.429,16.05,12.17
4928.94,14174.49,262.74,0.687,15.1,8.51
5983.58,8728.76,298.49,0.287,13.84,7.09
2826.22,6662.98,193.95,1.123,12.3,10.13
5526.28,10320.57,196.63,1.504,14.73,11.82
7680.54,7802.31,178.4,1.657,12.59,11.42
5396.32,11565.72,225.48,2.376,13.61,12.97
5987.26,8217.82,222.64,0.112,17.77,7.02
4991.75,12687.7,280.95,0.28,14.64,7.3
2821.45,14150.28,210.69,0.629,13.02,9.9
3111.36,5592.29,236.78,1.319,16.79,9.42
2405.74,10542.3,161.64,0.999,14.6,11.09
7337.95,7319.46,180.91,0.148,16.95,7.98
3687.11,14019.85,205.08,0.786,16.17,8.99
2556.57,13845.79,288.08,0.499,17.12,6.99
2517.52,11320.61,206.02,0.11,16.78,7.64
2384.2,5769.38,176.88,0.424,16.79,8.41
5181.74,5493.48,172.73,1.091,16.37,9.92
2141.66,14517.11,292.95,2.011,14.28,10.81
4431.76,5643.52,151.15,1.819,13.61,12.32
5628.2,11312.89,222.53,1.598,16.25,10.06
3317.85,12790.75,276.69,2.081,16.33,10.26
5551.79,13941.44,191.36,0.751,15.29,10.29
6736.07,11412.59,286.05,0.441,13.29,8.73
4310.7,10174.26,239.79,0.813,12.51,10.42
4865.4,9759.89,155.45,2.403,16.69,11.14
3534.15,11023.45,159.17,0.536,15.52,10.36
6189.56,12786.84,217.53,1.467,17.2,9.98
5398.79,11788.69,219.98,1.456,13.48,11.17
3511.85,5212.58,242.49,1.874,12.38,10.7
6345.08,12510.73,279.28,0.949,14.0,9.74
2929.14,10422.16,212.07,0.728,15.6,9.28
4826.21,8794.17,290.33,2.049,17.78,10.29
5099.58,6844.63,206.55,0.99,12.55,10.54
5212.98,8500.78,283.94,1.409,17.4,8.68
2892.19,10641.37,234.63,0.749,12.11,9.07
4033.24,10871.83,255.64,0.503,15.28,7.83
7479.53,5572.14,291.76,0.949,15.71,7.15
3555.74,10590.73,163.65,1.183,16.71,9.85
4205.26,12560.34,228.85,2.288,17.95,11.12
4168.39,10318.74,182.9,2.125,17.45,11.5
3902.99,10829.98,273.16,1.913,14.64,10.76
2703.8,13568.62,261.12,1.921,15.56,10.84
4900.66,12003.29,162.18,1.912,15.23,12.75
2156.46,7934.04,213.24,1.861,15.7,11.48
5691.45,9522.8,255.2,1.602,12.68,10.92
3829.47,8952.28,208.85,0.323,16.5,7.88
7633.49,7911.68,155.63,0.597,12.39,11.78
4204.52,14954.93,265.41,2.036,14.54,11.41
3668.25,9627.92,244.13,2.214,16.43,10.81
6806.35,5511.57,168.48,1.699,16.06,10.61
3264.02,12147.47,181.34,2.292,16.6,12.09
7778.7,7345.79,237.78,0.626,13.87,9.02
2179.01,12095.97,241.25,1.325,12.23,11.65
3660.35,13718.95,151.87,1.397,13.44,11.74
6404.79,9944.17,204.24,2.186,16.85,11.86
2039.06,14753.2,263.93,1.692,14.48,10.32
4615.27,12715.57,260.52,1.896,12.88,11.28
7608.14,14617.67,290.67,0.296,12.4,7.72
5491.7,10408.18,280.07,1.746,14.34,10.02
4692.25,11741.55,238.24,0.23,13.82,8.59
5907.61,7016.94,205.96,0.609,16.7,8.27
3910.51,5859.68,229.39,0.351,16.87,8.27
4484.19,12964.07,167.79,1.422,12.7,12.41
4925.21,9623.76,152.8,0.364,12.67,9.41
2858.95,13402.08,224.13,0.88,14.24,9.31
3113.81,11329.49,152.09,1.159,15.51,11.05
7835.18,14930.6,194.69,1.483,17.01,10.32
2209.58,6173.36,295.25,2.147,15.01,10.77
3164.56,14874.68,188.62,0.113,17.51,7.45
6463.18,8111.61,264.19,0.809,12.32,10.65
4057.11,6026.76,285.24,0.148,12.88,8.01
7938.74,10055.21,211.47,2.138,16.33,11.48
2176.45,11806.03,267.31,2.488,15.96,11.27
4379.53,5705.78,252.53,0.798,13.15,10.62
2251.96,8191.05,224.13,0.704,17.33,8.66
5363.57,13549.61,172.23,1.801,14.8,11.32
2631.52,10465.24,260.41,2.002,16.6,10.06
5614.23,5070.76,200.94,0.12,13.74,9.79
6082.4,14396.77,187.79,0.758,12.55,9.4
4359.0,6982.15,268.4,1.923,14.12,10.29
4541.1,10899.6,261.63,1.249,17.71,8.77
6692.98,9882.65,215.35,2.278,17.21,11.55
2965.57,6024.97,299.54,0.727,14.83,8.38
7817.47,14947.12,194.34,2.19,17.24,9.97
5389.88,6019.35,214.5,2.049,16.06,11.16
7410.46,7870.74,268.71,0.593,17.91,7.33
7785.01,6527.69,170.22,0.485,13.57,9.39
5489.73,9810.55,184.65,1.528,15.44,11.55
4846.23,12132.22,202.37,2.11,12.21,12.37
2486.81,12339.34,186.54,1.329,17.51,9.53
2905.1,9574.76,152.25,1.416,12.12,12.07
7799.09,9954.21,179.47,2.153,13.5,13.26
2373.02,13397.85,257.85,0.919,17.87,7.69
4802.27,10355.5,293.14,1.001,17.85,7.98
6410.21,5993.45,259.66,0.283,13.49,7.78
4936.61,5632.33,175.84,1.416,13.22,11.22
2113.59,11216.91,172.91,1.281,14.43,11.29
5825.51,7459.54,220.03,2.058,12.48,12.71
2738.8,14977.53,170.97,2.39,15.05,12.94
4928.58,11882.6,245.64,1.222,17.14,9.05
3197.1,6891.43,257.14,0.618,16.38,7.49
4211.96,11182.51,158.79,2.461,15.6,12.76
7914.07,8397.03,269.15,0.969,14.54,8.19
2025.74,5024.9,212.67,0.714,15.48,9.43
2894.92,10959.81,207.1,1.882,17.99,10.78
2396.51,8841.78,193.57,1.273,16.08,11.1
7739.54,5658.62,223.11,0.36,15.58,8.01
5384.67,10597.93,238.8,1.243,12.54,10.0
5370.5,8442.59,225.85,0.172,14.17,7.62
2722.24,12419.08,197.68,1.92,12.71,12.22
2429.15,10048.4,289.1,0.475,17.59,6.42
4693.24,10721.98,154.9,2.33,17.54,13.13
7640.7,10656.67,229.26,1.038,12.79,11.42
7316.18,5296.74,221.45,2.133,16.5,11.19
2694.85,6840.69,153.98,1.452,15.74,11.26
3293.61,6889.08,226.09,0.763,16.84,8.11
3672.88,7580.23,170.67,2.102,14.17,13.27
5843.09,11462.53,159.96,1.782,12.34,12.41
6821.92,8465.84,271.74,1.889,12.22,11.28
4616.92,8856.86,169.43,1.468,14.59,11.66
3515.44,12348.08,175.51,0.108,14.12,9.68
4446.36,6130.77,229.69,1.129,16.53,9.28
4568.44,11104.0,176.99,2.106,16.57,11.9
2476.87,9987.81,194.16,0.263,17.74,8.3
2021.88,14342.45,271.24,0.744,15.04,8.65
3892.04,9780.65,262.2,0.19,15.74,7.04
7814.55,10502.82,174.0,2.117,12.15,12.82
4735.44,8786.87,206.56,0.221,13.66,8.95
2873.76,7608.68,266.3,0.201,13.48,7.82
2053.81,11904.72,282.93,1.211,12.09,9.77
6578.85,9913.25,207.94,1.64,12.72,11.66
2145.7,6688.29,217.01,1.439,13.81,11.1
5405.92,9245.94,224.88,0.471,12.33,9.99
7739.51,9030.8,228.06,2.426,17.89,10.77
7874.38,10579.19,283.69,0.882,17.28,7.01
4294.51,10539.64,274.71,1.037,12.23,9.22
3171.62,5106.38,201.04,1.257,13.87,11.49
3012.25,14329.56,185.64,0.247,15.27,8.61
5985.28,11580.71,288.12,0.735,14.13,8.62
3797.75,10465.79,238.87,0.585,16.41,8.32
2504.07,9382.1,197.49,1.384,13.41,11.1
6151.99,5643.49,239.44,1.785,16.77,10.04
2915.27,8557.51,268.07,0.555,17.48,7.44
5874.13,8122.01,294.43,2.288,13.04,11.07
5856.36,13531.79,171.37,1.728,12.86,12.47
3920.03,11738.45,289.68,2.069,14.75,10.22
7402.46,8579.47,216.16,0.273,13.13,9.25
3155.28,7065.77,267.73,1.814,14.42,11.1
6387.38,5508.34,169.45,2.179,13.3,12.93
2142.41,6316.95,181.35,1.636,14.98,11.13
2200.82,13369.11,275.44,0.573,16.05,7.92
6744.06,13776.31,294.59,2.44,17.21,10.01
4985.38,11205.87,279.37,2.154,14.62,11.22
3045.02,13122.55,199.51,1.511,16.9,10.29
4766.88,10275.15,279.64,1.164,16.04,7.81
4552.72,8004.52,254.42,0.441,12.96,8.44
2000.13,9753.17,214.93,1.495,16.09,10.14
6225.48,5799.58,229.24,0.993,14.5,9.96
2826.9,12927.81,282.26,1.699,12.66,10.19
7364.23,14232.23,244.58,0.914,17.53,8.81
4784.5,9105.39,218.5,2.182,12.05,13.13
5620.78,14182.8,193.55,0.194,17.41,8.31
2604.21,6811.63,162.44,0.726,12.27,11.08
2193.93,9455.26,290.25,2.131,14.24,10.76
4205.87,11942.19,177.57,2.494,15.48,13.06
5748.51,5278.96,259.06,1.47,13.32,10.44
2899.89,13204.52,268.11,0.162,16.52,7.23
3850.78,11028.64,166.44,2.387,16.33,12.32
3940.29,10082.36,165.7,0.744,16.61,9.82
6131.76,13848.65,204.07,0.76,12.69,10.34
3808.58,8135.13,150.42,1.61,12.01,12.74
3653.75,12988.0,214.29,2.321,14.28,12.17
4028.09,14052.46,221.28,0.382,15.44,7.84
6164.06,12719.36,283.2,0.997,14.26,8.02
5733.96,8671.56,234.18,1.85,14.48,11.38
2661.69,10041.18,268.9,2.129,16.47,10.51
